CustomerID,Country,num_transactions,Amount,Recency,ClusterID,Country_Name
12346.0,34,-0.750249137022082,-0.978423437682197,2.2475319022177205,0,United Kingdom
12347.0,16,1.3009404721683069,3.4124007491444885,-0.9340271281971246,1,Iceland
12348.0,12,-0.41977969998585263,0.8525196856431839,-0.2171943836900762,1,Finland
12349.0,18,0.0588312088252381,0.8120853905213391,-0.7670934753667161,1,Italy
12350.0,24,-0.5793166695895495,-0.6377525309362936,2.0904178760243948,0,Norway
12352.0,24,0.30953216105961895,0.595967190290849,-0.6001598225363075,2,Norway
12353.0,2,-0.727458141364411,-0.8877544463532933,1.049537452493612,1,Bahrain
12354.0,29,-0.1121012586072943,0.12121823917643978,1.324486998331932,0,Spain
12355.0,2,-0.6248986609048915,-0.5104084419912042,1.1477337188644405,1,Bahrain
12356.0,26,-0.1007057607784588,1.8857284981809463,-0.7278149688183847,2,Portugal
12358.0,1,-0.5565256739318786,0.2115408545834127,-0.9340271281971246,1,Austria
12360.0,1,0.6969790872400258,1.7335574056551222,-0.44304579634298186,1,Austria
12361.0,3,-0.659085154391398,-0.784962297756817,1.8645664633714891,1,Belgium
12363.0,35,-0.5109436826165366,-0.41607194090068184,0.1264925486078237,0,Unspecified
12364.0,3,0.19557718277126404,0.3593007478681789,-0.8751093683746275,1,Belgium
12365.0,7,-0.5109436826165366,-0.6517196306117911,1.9038449699198206,1,Cyprus
12367.0,9,-0.6476896565625625,-0.8063561046995921,-0.9143878749229589,1,Denmark
12370.0,7,1.1300080047357746,2.6337578641715176,-0.4528654229800647,1,Cyprus
12370.0,1,1.1300080047357746,2.6337578641715176,-0.4528654229800647,1,Austria
12371.0,31,-0.05512376946311683,0.9449409316359721,-0.5117831828025619,2,Switzerland
12372.0,9,-0.18047424558030725,0.34395833203207454,-0.24665326360132478,1,Denmark
12373.0,1,-0.613503163076056,-0.60698619904716,2.1002375026614777,1,Austria
12374.0,1,-0.3969887043281816,-0.2215614856823943,-0.708175715544219,1,Austria
12375.0,12,-0.567921171760714,-0.5144630777832158,-0.9242075015600417,1,Finland
12377.0,31,0.10441320014058007,0.6802282270640355,2.139516009209809,0,Switzerland
12378.0,31,1.7225738918352203,3.1053690569343195,0.3228850813494808,2,Switzerland
12379.0,3,-0.3058247216974977,-0.11218819456923596,-0.14845699723049624,1,Belgium
12380.0,3,0.4234871393479739,1.793154439281424,-0.7376345954554675,1,Belgium
12381.0,24,0.263950169744277,0.859365703864872,-0.904568248285876,2,Norway
12383.0,3,0.36650965020379644,0.8953786122185432,0.8629645463890377,1,Belgium
12384.0,31,-0.4311751978146881,-0.4016464025049821,-0.6688972089958876,0,Switzerland
12386.0,0,-0.659085154391398,-0.5689867229059453,2.3653674218627145,1,Australia
12388.0,0,0.36650965020379644,1.854381477246223,-0.7965523552779646,1,Australia
12390.0,3,-0.40838420215701715,-0.41827244675765296,-0.16809625050466195,1,Belgium
12391.0,7,0.36650965020379644,-0.5088905004509787,-0.7376345954554675,1,Cyprus
12393.0,0,-0.043728271634281335,0.633854603633792,-0.24665326360132478,1,Australia
12394.0,9,-0.4653616913011946,0.31791901272458273,-0.32521027669798763,1,Denmark
12394.0,3,-0.4653616913011946,0.31791901272458273,-0.32521027669798763,1,Belgium
12395.0,3,1.0388440221050905,2.0760824423360664,-0.7965523552779646,1,Belgium
12397.0,3,0.6627925937535193,1.4766687219079724,-0.6001598225363075,1,Belgium
12398.0,31,0.19557718277126404,0.6879096225092033,-0.501963556165479,2,Switzerland
12399.0,3,-0.1007057607784588,0.15101675598959072,0.21486918834156937,1,Belgium
12401.0,3,-0.7160626435355755,-0.8925425840976287,2.021680489564815,1,Belgium
12402.0,3,-0.6476896565625625,-0.7485928259540995,2.2180730223064717,1,Belgium
12403.0,9,-0.7046671457067399,-0.5610404517557718,-0.46268504961714757,1,Denmark
12405.0,12,-0.15768324992263627,0.7640410126441358,0.509457987454055,1,Finland
12406.0,9,0.45767363283448037,2.3638495207706214,-0.7376345954554675,1,Denmark
12407.0,3,0.10441320014058007,0.7617284439888931,-0.46268504961714757,1,Belgium
12408.0,3,0.5146511219786578,1.9174524576189473,-0.6296187024475561,1,Belgium
12410.0,31,-0.4539661934723591,-0.2845713408924247,2.002041236290649,0,Switzerland
12412.0,9,-0.07791476512078782,0.27146388907741414,-0.2171943836900762,1,Denmark
12413.0,13,-0.31722021952633317,-0.2712562429523261,-0.29575139678673906,1,France
12414.0,1,-0.567921171760714,-0.4054667251733348,1.177192598775689,1,Austria
12417.0,29,1.483268437429675,2.667488766451293,-0.9242075015600417,2,Spain
12417.0,3,1.483268437429675,2.667488766451293,-0.9242075015600417,1,Belgium
12418.0,31,-0.38559320649934614,-0.2973057497869335,0.15595142851907226,0,Switzerland
12420.0,7,-0.44257069564352364,-0.36677449718825883,-0.32521027669798763,1,Cyprus
12421.0,29,-0.24884723255332022,-0.15703368893213865,-0.7965523552779646,0,Spain
12422.0,0,-0.3286157173551687,-0.1597945087804681,-0.010982224311336271,1,Australia
12422.0,31,-0.3286157173551687,-0.1597945087804681,-0.010982224311336271,0,Switzerland
12423.0,3,0.6627925937535193,0.9053623887918382,-0.9438467548342074,1,Belgium
12424.0,0,-0.4311751978146881,0.8155593372677612,0.646932760373215,1,Australia
12425.0,26,-0.36280221084167513,-0.18664883025720858,-0.18773550377882767,0,Portugal
12426.0,14,-0.4311751978146881,-0.38476567007442103,0.9611608127598663,1,Germany
12427.0,14,-0.37419770867051066,-0.2567695793939327,-0.8358308618262961,1,Germany
12429.0,9,0.33232315671728996,2.842306731755112,-0.8652897417375446,1,Denmark
12429.0,1,0.33232315671728996,2.842306731755112,-0.8652897417375446,1,Austria
12430.0,24,-0.6476896565625625,-0.7172152424380295,-0.5314224360767276,0,Norway
12434.0,0,-0.15768324992263627,-0.19888405032305279,-0.11899811731924767,1,Australia
12436.0,24,-0.5907121674183851,-0.459868119970677,0.028296282236995148,0,Norway
12438.0,24,0.34371865454612544,1.9829378819180699,-0.8161916085521304,2,Norway
12441.0,13,-0.6476896565625625,-0.8016189045908346,2.6501365943381177,1,France
12442.0,29,-0.636294158733727,-0.8031368461310602,-0.9242075015600417,0,Spain
12445.0,29,-0.727458141364411,-0.8425218259599975,-0.7376345954554675,0,Spain
12446.0,27,-0.1121012586072943,0.04268259264222417,-0.3841280365204848,0,RSA
12447.0,3,-0.47675718913003007,-0.49299795815063147,1.4325028913398434,1,Belgium
12448.0,29,-0.5223391804453721,-0.5205450314712332,-0.5216028094396447,0,Spain
12449.0,3,1.4034999526278265,3.165139278521587,-0.7376345954554675,1,Belgium
12450.0,29,-0.681876150049069,-0.7768326511185625,0.578195373913635,0,Spain
12452.0,31,-0.5109436826165366,-0.541816588088621,-0.7867327286408817,0,Switzerland
12453.0,1,-0.2830337260398267,-0.25807358286473037,0.3621635878978122,1,Austria
12454.0,29,-0.4311751978146881,-0.9784234376821969,-0.433226169705899,0,Spain
12455.0,29,0.2525546719154415,1.5346968763584707,-0.23683363696424192,2,Spain
12455.0,7,0.2525546719154415,1.5346968763584707,-0.23683363696424192,1,Cyprus
12456.0,31,0.6969790872400258,2.234610551782029,-0.5216028094396447,2,Switzerland
12457.0,31,0.0018537196810606371,0.9753201374947126,-0.3841280365204848,2,Switzerland
12457.0,7,0.0018537196810606371,0.9753201374947126,-0.3841280365204848,1,Cyprus
12458.0,31,-0.3400112151840042,-0.013257118749574822,-0.25647289023840764,0,Switzerland
12461.0,31,-0.37419770867051066,-0.13603719554687227,-0.03062147758550198,0,Switzerland
12462.0,29,0.04743571099640261,0.16666479763916323,-0.9340271281971246,0,Spain
12463.0,3,0.2297636762577705,0.3496531596896991,-0.501963556165479,1,Belgium
12464.0,3,-0.44257069564352364,0.2563557863649686,-0.8554701151004618,1,Belgium
12465.0,3,-0.19186974340914276,-0.23077101019490326,-0.8751093683746275,1,Belgium
12468.0,14,-0.31722021952633317,-0.2408057244037762,0.4505402276315579,1,Germany
12473.0,14,1.2667539786818005,1.9232185979663807,-0.6688972089958876,1,Germany
12475.0,14,-0.36280221084167513,-0.24147810119340637,-0.42340654306881614,1,Germany
12478.0,15,-0.36280221084167513,-0.2846630286364651,-0.9143878749229589,1,Greece
12479.0,14,-0.37419770867051066,-0.4921727684542673,-0.9143878749229589,1,Germany
12480.0,14,0.9818665329609131,2.364746023156795,-0.6787168356329704,1,Germany
12483.0,30,0.14999519145592205,1.392346559972092,-0.7867327286408817,2,Sweden
12484.0,29,3.21538410741267,3.6011450640153426,-0.6296187024475561,2,Spain
12488.0,13,-0.1462877520938008,0.34458995871324233,-0.8554701151004618,1,France
12489.0,13,-0.6021076652472205,-0.6372125919991665,2.345728168588549,1,France
12491.0,13,-0.47675718913003007,-0.5093896892796433,-0.570700942625059,1,France
12492.0,14,-0.545130176103043,-0.710277536472301,-0.3350299033350705,1,Germany
12493.0,13,-0.5109436826165366,-0.5538174950308061,0.6763916402844635,1,France
12494.0,13,0.18418168494242854,0.18229246423450474,-0.8554701151004618,1,France
12497.0,14,-0.613503163076056,0.08423751574678562,-0.14845699723049624,1,Germany
12498.0,14,-0.5109436826165366,-0.5671529680251359,-0.7474542220925504,1,Germany
12500.0,14,-0.032332773805445844,3.3067255303742957,-0.7278149688183847,1,Germany
12501.0,14,1.050239519933926,1.1504437286119997,2.139516009209809,1,Germany
12502.0,29,0.9020980481590646,2.8152792223174057,-0.010982224311336271,2,Spain
12503.0,29,-0.7616446348509175,-2.125538990899563,2.3653674218627145,0,Spain
12504.0,14,-0.6021076652472205,-0.8622856285642754,-0.7769131020037989,1,Germany
12505.0,18,-0.7616446348509175,-0.9830078248842202,2.002041236290649,1,Italy
12506.0,13,-0.5109436826165366,-0.9035451133824843,1.334306624969015,1,France
12507.0,29,-0.5109436826165366,0.30322859862387713,0.3621635878978122,0,Spain
12508.0,13,0.013249217509896131,-0.5726847952489107,-0.6983560889071361,1,France
12509.0,13,-0.6932716478779045,-0.7986135840917307,1.8351075834602406,1,France
12510.0,29,-0.3969887043281816,0.022572414116015512,0.4505402276315579,0,Spain
12512.0,17,-0.38559320649934614,-0.8378050009054714,-0.3055710234238219,1,Israel
12513.0,13,-0.36280221084167513,-0.38062953406548455,-0.11899811731924767,1,France
12514.0,18,-0.19186974340914276,0.05834082181891226,1.668173930629832,1,Italy
12515.0,18,-0.5907121674183851,-0.5875280222563504,2.5126618214189573,1,Italy
12516.0,14,-0.47675718913003007,0.3582412450481558,-0.18773550377882767,1,Germany
12517.0,14,2.4860722463671983,1.532689933516696,-0.6787168356329704,1,Germany
12518.0,14,0.6400015980958483,1.1170388271999239,-0.9438467548342074,1,Germany
12519.0,14,-0.567921171760714,-0.6311917634738425,-0.32521027669798763,1,Germany
12520.0,14,0.9932620307897486,1.6525156274504675,-0.1779158771417448,1,Germany
12521.0,14,-0.3400112151840042,-0.36749781161346695,0.4505402276315579,1,Germany
12522.0,14,-0.636294158733727,-0.7820894151102158,-0.570700942625059,1,Germany
12523.0,13,0.4804646284921514,0.7998807330368417,-0.9340271281971246,1,France
12524.0,14,0.8679115546725582,3.5914159756199378,-0.8652897417375446,1,Germany
12526.0,14,0.036040213167567114,0.36292750752133524,-0.9438467548342074,1,Germany
12527.0,14,-0.567921171760714,-0.6231741796338597,-0.14845699723049624,1,Germany
12528.0,14,0.30953216105961895,0.9799045246967358,-0.8652897417375446,1,Germany
12530.0,14,0.0018537196810606371,0.6756540273891282,-0.36448878324631906,1,Germany
12531.0,14,-0.5793166695895495,-0.850855223140564,-0.8063719819150474,1,Germany
12532.0,13,-0.5907121674183851,-0.6220331765969117,-0.6590775823588046,1,France
12534.0,14,-0.05512376946311683,0.13118164069550356,0.33270470798656365,1,Germany
12535.0,13,-0.38559320649934614,-0.24863993275567817,-0.05026073085966769,1,France
12536.0,13,2.337930774592337,3.2054105732095817,-0.8751093683746275,1,France
